165,619,618,178
656,978,899,789
32,544,528,240
300,954,928,458
255,721,658,474
437,976,885,684
102,164,150,128
77,651,644,210
123,957,954,216
1,738,729,244
35,532,483,336
138,978,822,726
16,192,160,144
60,200,165,155
242,444,413,315
72,556,492,376
42,621,549,420
270,873,825,498
200,895,830,535
10,120,100,90
6,267,258,123
153,246,225,192
10,445,430,205
150,477,464,229
120,400,330,310
271,690,658,399
131,933,894,464
45,606,605,106
134,694,561,543
396,729,625,590
290,990,920,600
220,834,786,472
32,631,575,394
76,627,562,411
332,809,788,425
20,522,443,381
90,340,330,160
95,417,408,176
22,353,305,250
297,516,489,360
83,855,771,551
18,116,114,44
24,98,89,63
66,184,175,105
30,408,400,158
33,660,649,242
16,440,404,268
380,762,729,479
290,783,696,551
1,12,10,9
276,920,759,713
572,760,741,603
219,687,583,515
248,1000,922,614
98,564,546,260
186,853,852,205
92,408,380,240
55,648,631,276
57,430,366,313
252,414,366,336
1,103,94,64
140,378,336,266
34,408,340,306
68,810,752,474
543,928,855,694
4,412,376,256
81,341,339,107
3,358,354,115
102,234,216,156
124,218,186,180
45,430,412,213
250,480,465,295
18,420,344,322
50,96,93,59
226,755,659,538
335,607,521,493
72,240,198,186
170,390,360,260
48,960,944,352
3,747,705,405
112,665,601,428
120,795,750,435
21,257,231,167
40,265,250,145
120,537,498,321
1,495,438,334
270,603,522,459
51,178,162,115
30,483,459,252
230,902,899,269
232,792,736,480
30,760,751,249
105,294,276,177
68,904,900,216
9,670,625,384
408,936,864,624
420,938,812,714
5,76,69,48
136,608,584,304
174,670,642,346
6,716,708,230
140,679,672,231
295,537,480,412
67,752,699,438
8,643,635,214
162,612,594,288
204,660,648,288
232,420,394,294
104,780,761,327
119,705,668,378
138,550,480,388
282,582,540,396
30,456,414,288
250,675,600,475
168,686,623,441
136,440,432,192
165,339,282,276
405,982,933,586
200,864,708,668
8,343,322,191
62,352,309,243
206,802,788,328
132,519,512,199
272,624,576,416
160,716,664,428
73,876,730,657
200,976,851,685
96,408,344,304
48,384,360,216
179,370,331,272
221,715,702,312
158,853,829,380
245,686,644,413
444,770,756,482
83,996,830,747
22,186,184,60
142,437,394,293
180,600,495,465
380,825,785,510
174,480,478,188
48,606,580,302
145,485,447,303
78,624,585,351
350,503,479,392
168,560,462,434
284,688,576,540
108,918,732,726
34,110,108,48
40,194,192,66
22,374,363,165
363,684,579,558
5,60,50,45
210,605,600,245
300,576,558,354
229,803,710,556
84,242,240,98
10,620,618,132
82,638,636,144
198,344,326,240
264,736,700,420
355,738,699,472
484,675,636,547
56,828,732,560
33,415,414,82
449,873,759,683
178,753,696,457
10,630,504,496
81,881,809,537
240,536,464,408
229,561,463,447
68,156,144,104
33,804,801,180
36,612,594,270
40,932,900,432
204,627,555,438
297,836,738,593
24,165,157,86
40,218,211,101
224,652,646,266
44,748,726,330
221,507,468,338
320,940,816,684
10,152,138,96
48,204,172,152
81,522,513,198
312,450,436,338
292,492,418,414
144,759,655,542
64,768,640,576
251,892,810,579
72,272,264,128
392,895,831,588
102,456,438,228
324,867,866,331
73,470,404,337
3,60,59,22
334,842,823,425
45,170,165,80
116,396,368,240
54,918,891,405
214,712,652,454
22,293,237,228
50,400,375,225
180,582,550,332
46,552,460,414
327,505,444,424
87,801,748,458
219,810,732,531
185,870,705,680
57,180,166,113
374,858,792,572
285,952,861,628
200,384,372,236
4,254,212,190
36,306,244,242
124,876,870,250
252,651,594,435
184,816,760,480
55,836,759,528
330,737,638,561
40,179,166,107
78,936,780,702
249,1000,838,753
434,763,651,630
192,996,810,774
10,80,75,45
1,249,235,135
36,432,360,324
210,686,668,324
255,825,810,360
220,594,528,418
280,784,736,472
270,729,648,513
14,112,105,63
20,54,48,38
145,596,593,184
64,404,366,258
199,404,367,290
70,596,504,438
63,756,630,567
148,788,666,582
18,68,66,32
36,991,919,582
200,649,641,262
268,890,872,394
44,352,330,198
150,288,279,177
27,324,270,243
96,768,720,432
250,774,736,432
327,849,725,643
8,96,80,72
127,633,612,298
78,726,709,299
261,986,957,464
25,906,772,657
21,238,229,114
209,535,500,334
36,497,434,345
200,684,587,501
521,874,822,633
32,166,135,129
144,356,330,230
307,426,388,363
194,661,621,384
6,900,864,438
391,897,828,598
69,828,690,621
210,924,802,656
12,96,90,54
72,619,618,115
38,304,285,171
94,914,912,180
29,348,290,261
180,751,687,472
210,987,883,656
24,192,180,108
306,492,450,384
249,547,471,421
9,583,534,358
81,460,456,145
189,732,658,485
2,990,876,668
36,153,129,114
142,489,465,268
105,462,401,328
134,523,467,352
100,800,750,450
3,36,30,27
73,270,244,177
12,744,736,236
108,696,684,264
180,680,660,320
198,748,726,352
135,588,522,399
54,820,711,577
68,220,216,96
264,880,726,682
613,954,928,669
36,120,99,93
21,252,210,189
40,303,247,234
204,328,300,256
120,490,445,315
240,648,576,456
17,55,54,24
48,736,718,306
60,816,800,316
27,630,516,483
450,864,837,531
18,255,236,151
87,297,276,180
69,275,240,194
96,904,900,220
147,529,511,261
232,347,323,274
296,522,519,305
216,639,618,327
80,216,192,152
143,975,939,467
360,972,864,684
135,502,439,354
144,928,912,352
19,584,467,460
214,584,472,470
192,657,558,489
190,786,648,604
234,919,783,676
48,196,178,126
62,438,435,125
46,268,232,190
5,315,252,248
200,970,960,330
24,577,537,334
294,847,840,343
105,560,497,378
9,180,177,66
58,696,580,522
64,219,186,163
134,635,608,323
241,522,489,340
214,896,868,422
212,886,844,470
73,938,833,628
30,240,225,135
8,600,564,332
124,992,930,558
306,898,726,718
72,294,267,189
48,816,792,360
324,860,824,480
298,785,673,590
32,256,240,144
179,997,992,274
178,641,622,305
153,501,463,311
249,544,513,346
229,582,517,414
563,898,787,746
802,987,924,883
90,392,348,266
58,345,337,144
108,516,489,279
96,660,628,344
163,818,723,558
544,764,673,671
558,981,837,810
85,275,270,120
84,217,198,145
57,792,786,225
132,794,789,227
180,486,432,342
36,990,909,603
588,966,854,784
1,150,144,73
96,636,600,348
213,516,432,405
20,890,860,410
70,921,882,457
204,680,561,527
368,740,647,569
380,706,595,581
72,306,258,228
7,84,70,63
76,141,138,85
120,268,232,204
110,686,665,311
300,670,661,339
79,524,463,356
243,918,891,432
30,67,58,51
59,922,762,699
486,996,848,790
55,764,639,570
22,976,952,406
27,876,768,603
22,348,327,193
12,204,198,90
126,363,360,147
20,340,330,150
20,322,306,168
82,752,748,194
60,720,600,540
2,34,33,15
62,281,257,176
121,228,193,186
3,414,334,323
24,660,606,402
321,876,708,705
24,303,290,151
212,534,527,249
2,498,470,270
216,918,774,684
11,488,476,203
219,669,660,282
204,712,648,460
34,578,561,255
316,684,570,550
134,928,855,561
255,890,810,575
162,990,912,600
546,897,793,728
54,417,369,282
42,476,458,228
17,375,333,251
128,894,888,254
150,873,852,369
176,922,765,699
23,163,137,121
24,408,396,180
90,580,570,220
180,873,864,297
255,410,375,320
44,696,654,386
532,987,966,595
16,128,120,72
49,282,273,130
90,201,174,153
80,235,204,171
80,530,500,290
96,498,405,387
372,787,723,544
289,927,834,622
10,170,165,75
610,887,839,694
285,978,892,629
108,408,396,192
39,780,767,286
44,528,440,396
50,600,500,450
12,762,636,570
180,960,852,648
72,678,675,165
18,216,180,162
87,254,216,191
120,582,576,198
107,356,326,227
33,928,921,262
210,567,504,399
191,825,794,408
8,304,302,82
92,922,737,727
139,797,654,612
114,360,332,226
282,787,778,339
62,744,620,558
159,304,276,223
108,459,387,342
39,962,888,575
199,354,351,208
141,291,270,198
54,432,405,243
229,522,508,285
624,900,872,676
112,326,323,133
153,487,444,316
32,814,795,333
425,568,529,482
79,948,790,711
94,340,331,157
19,264,262,75
20,368,362,134
102,330,324,144
58,464,435,261
31,372,310,279
4,393,337,282
269,550,477,426
12,51,43,38
300,816,730,566
87,730,591,568
105,894,756,657
378,621,549,504
153,495,486,216
69,402,348,285
3,771,733,401
124,690,612,466
96,694,604,486
32,202,183,129
72,178,165,115
102,356,324,230
28,770,707,469
120,960,900,540
180,765,645,570
573,979,934,678
4,152,151,41
36,288,270,162
100,668,656,256
160,432,384,304
30,388,309,307
261,864,850,365
183,857,762,578
70,196,184,118
96,700,699,133
133,644,566,445
225,887,851,453
359,972,935,528
486,800,723,629
14,889,742,665
6,552,551,97
32,439,431,166
54,411,398,187
297,681,607,491
228,969,817,722
10,27,24,19
42,504,420,378
156,225,218,169
9,292,256,201
80,436,422,202
52,884,858,390
40,568,484,412
239,908,818,599
30,81,72,57
222,385,378,241
37,944,930,333
372,577,505,486
399,864,734,679
550,846,735,721
103,401,394,164
381,643,600,472
70,560,552,198
54,330,304,200
50,920,905,335
174,765,660,549
432,834,755,613
17,76,73,38
18,139,123,94
41,492,410,369
92,736,690,414
419,950,794,755
24,80,66,62
132,914,912,194
134,445,436,197
276,694,678,352
330,992,954,524
600,807,799,614
58,198,184,120
159,766,748,327
80,640,600,360
56,952,924,420
284,978,930,536
42,336,315,189
64,447,444,127
63,623,621,137
105,343,334,162
84,280,231,217
30,510,495,225
170,550,540,240
124,562,514,352
4,32,30,18
350,980,920,590
459,738,675,576
152,282,276,170
19,228,190,171
28,476,462,210
46,326,274,242
57,479,443,285
94,466,388,352
348,960,956,376
42,69,61,56
275,813,716,576
478,904,862,592
423,894,748,719
34,669,565,492
171,540,498,339
146,540,488,354
83,844,818,379
376,596,558,450
168,714,602,532
321,826,700,633
72,864,720,648
6,372,368,118
383,960,831,716
223,878,839,460
329,679,630,462
17,694,564,537
479,673,636,540
272,984,828,740
174,508,432,382
66,528,495,297
84,672,630,378
167,481,390,384
370,944,930,444
71,852,710,639
131,427,399,255
5,254,206,197
202,477,445,306
144,588,534,378
106,831,799,402
7,721,658,448
317,934,870,573
81,951,950,148
192,816,688,608
792,901,870,829
116,339,278,267
59,765,762,176
200,540,480,380
106,848,795,477
13,156,130,117
33,396,330,297
503,940,878,655
45,196,174,133
5,750,720,365
108,822,796,374
275,701,662,422
360,804,696,612
256,876,744,652
27,165,152,100
10,184,181,67
69,282,252,189
145,495,460,300
50,509,452,341
147,846,819,390
160,872,844,404
53,636,530,477
8,64,60,36
476,964,888,672
148,696,564,544
136,492,414,370
48,576,480,432
44,586,474,456
84,952,916,456
306,974,888,632
565,970,877,748
26,312,260,234
42,714,693,315
113,423,354,320
153,919,771,685
496,872,744,720
93,192,166,149
29,589,571,263
113,535,534,132
36,510,472,302
128,848,800,464
262,854,798,510
439,864,831,538
540,808,732,664
317,979,870,678
439,905,766,722
11,493,492,90
144,985,894,625
64,968,785,751
88,339,331,150
357,723,666,504
116,928,870,522
4,300,282,166
35,693,692,114
34,272,255,153
119,532,511,266
154,749,736,293
120,654,633,303
249,593,503,459
373,931,802,700
11,268,267,60
370,999,888,703
118,632,625,215
113,368,305,284
57,550,513,316
78,468,375,369
180,860,815,465
42,792,730,476
192,640,528,496
11,132,110,99
302,850,704,664
114,958,886,570
167,436,423,228
75,400,355,270
310,545,465,450
22,979,946,451
12,330,303,201
24,368,359,153
85,380,365,190
337,551,538,368
57,684,570,513
60,852,726,618
465,960,830,745
105,834,833,148
161,714,665,420
178,820,724,562
155,891,765,641
252,840,693,651
168,705,668,385
187,605,594,264
225,850,825,400
285,900,830,565
6,450,423,249
78,859,858,139
32,384,320,288
174,898,885,331
144,480,396,372
106,933,837,610
82,984,820,738
17,226,225,54
135,510,495,240
6,381,318,285
89,460,402,321
7,542,495,336
144,688,652,372
330,678,564,552
320,984,852,716
10,142,121,103
20,466,450,216
30,873,842,409
114,860,732,626
18,360,354,132
423,873,810,594
156,936,750,738
210,588,552,354
48,330,314,172
30,426,363,309
304,564,552,340
90,860,824,426
72,909,870,453
147,885,838,476
63,771,693,501
17,204,170,153
27,883,759,631
77,924,770,693
118,944,885,531
464,694,646,548
317,897,821,585
23,102,95,60
72,477,450,261
76,608,570,342
184,752,672,504
8,824,752,512
240,705,612,513
9,927,846,576
9,991,820,750
150,335,290,255
18,153,122,121
110,226,188,184
132,368,350,210
51,348,298,251
117,754,741,286
121,901,883,355
366,540,491,445
46,204,190,120
228,720,664,452
156,663,559,494
225,980,870,665
23,94,84,63
63,714,687,342
251,469,402,378
281,591,558,380
40,608,552,384
353,888,857,486
242,955,915,492
188,932,776,704
39,692,690,143
106,443,422,235
142,344,288,270
346,471,463,360
174,594,552,360
292,892,880,376
288,852,824,436
289,663,612,442
58,255,220,183
92,684,677,219
116,690,674,288
137,964,952,329
46,782,759,345
264,881,818,537
107,448,434,211
38,646,627,285
84,505,441,352
138,487,415,360
14,948,896,510
216,882,801,567
477,912,828,669
72,344,326,186
50,216,177,167
89,582,570,233
188,388,360,264
132,440,363,341
187,836,803,418
108,864,810,486
290,970,894,606
2,89,86,41
344,853,750,621
146,446,440,188
27,540,531,198
80,892,768,636
29,556,549,186
232,929,905,418
336,868,792,580
66,792,660,594
240,800,660,620
61,600,573,304
100,485,480,165
34,405,376,237
130,351,312,247
160,776,768,264
115,510,475,300
160,492,426,358
175,644,519,510
9,58,57,22
69,306,285,180
80,319,295,194
160,638,590,388
183,649,540,496
420,690,610,560
391,953,856,668
51,678,675,162
68,304,292,152
127,359,333,225
144,544,528,256
126,812,798,308
221,675,654,338
250,537,465,412
279,576,498,447
4,48,40,36
81,972,810,729
193,564,526,345
464,840,788,588
75,900,750,675
270,971,819,728
135,202,183,166
153,449,363,359
257,807,696,590
326,746,617,599
495,860,815,600
52,974,871,641
186,363,355,212
8,508,424,380
10,635,530,475
60,966,918,504
128,664,540,516
20,97,96,33
116,210,197,147
237,792,749,448
12,900,846,498
96,882,791,577
84,138,122,112
40,480,400,360
62,935,764,719
125,835,820,320
15,228,207,144
62,492,480,206
165,787,778,276
28,414,366,280
116,510,440,366
304,569,513,426
412,671,640,479
51,82,75,64
425,975,900,650
447,562,526,495
225,514,505,264
74,348,282,272
90,480,426,324
144,612,516,456
102,729,638,505
468,675,654,507
484,912,772,744
71,172,144,135
718,920,846,816
109,884,877,260
89,410,362,281
227,679,665,313
18,584,512,402
135,720,639,486
395,973,936,546
60,912,828,576
110,297,264,209
6,828,668,646
58,759,756,175
138,347,339,176
285,352,334,309
289,935,918,408
372,768,664,596
564,894,837,675
26,156,125,123
51,228,219,114
333,804,774,453
355,860,720,675
87,240,239,94
21,420,413,154
69,900,898,173
124,500,461,307
193,558,489,400
70,189,168,133
243,997,978,412
234,884,858,416
357,574,525,448
8,786,674,564
367,966,916,567
33,785,783,155
55,465,460,150
162,682,678,214
168,434,396,290
96,606,549,387
112,742,700,406
49,588,490,441
292,855,792,535
85,195,180,130
374,828,699,653
24,288,240,216
294,483,427,392
358,740,662,544
51,976,906,571
4,110,101,67
25,380,345,240
96,392,356,252
23,276,230,207
203,693,644,420
380,705,690,425
16,860,757,587
328,953,772,761
68,544,510,306
8,53,50,29
58,582,576,184
37,306,280,189
152,330,314,204
150,405,360,285
45,540,450,405
348,630,591,441
2,16,15,9
279,753,656,550
44,706,610,500
52,624,520,468
59,708,590,531
245,874,749,640
110,930,920,300
204,468,432,312
257,744,705,428
124,704,618,486
357,819,756,546
5,771,662,552
25,167,164,64
68,209,185,146
36,720,708,264
180,402,348,306
272,880,864,384
150,800,710,540
15,300,295,110
104,624,500,492
74,612,560,378
24,159,150,87
197,531,530,204
137,511,480,294
104,832,780,468
141,811,730,528
115,815,685,605
76,912,760,684
18,144,135,81
138,603,595,224
64,424,400,232
136,418,370,292
175,490,460,295
45,443,380,318
68,535,495,318
39,468,390,351
54,204,198,96
58,879,834,463
135,633,508,500
145,710,601,524
432,809,705,638
178,920,804,642
264,508,463,369
44,372,368,120
52,416,390,234
153,578,561,272
40,680,660,300
11,538,496,323
55,660,550,495
110,880,825,495
41,376,374,97
395,724,668,523
58,797,792,213
125,387,368,216
64,512,480,288
24,664,601,423
119,273,252,182
81,495,456,300
128,438,372,326
123,563,525,329
49,924,904,369
98,784,735,441
42,751,679,480
144,990,942,516
48,452,450,110
146,940,808,674
35,298,252,219
16,686,644,382
50,805,765,420
61,732,610,549
484,888,826,630
473,895,786,696
295,972,831,718
181,701,699,207
669,978,880,821
22,264,220,198
127,607,601,205
136,312,288,208
336,978,969,399
4,996,940,540
186,756,604,602
107,909,746,696
34,152,146,76
45,240,213,162
19,570,523,348
122,697,654,393
35,280,276,99
6,618,564,384
369,605,587,411
32,826,764,490
405,606,549,498
16,801,729,502
6,120,118,44
40,530,514,236
81,818,809,264
536,666,653,555
90,886,760,636
510,820,750,640
12,456,453,123
82,947,931,350
216,816,792,384
330,920,875,525
90,291,275,166
24,912,906,246
252,544,531,301
171,646,627,304
188,680,662,314
243,645,618,360
270,640,603,397
240,738,639,537
40,320,300,180
504,828,732,672
153,534,486,345
304,660,628,408
350,945,840,665
94,194,180,132
146,246,209,207
4,600,576,292
57,664,633,340
261,891,828,540
240,980,890,630
160,830,675,645
87,335,321,173
73,223,220,94
157,687,645,391
112,896,840,504
15,762,618,591
24,102,86,76
15,930,927,198
35,420,350,315
20,550,505,335
334,872,846,456
3,186,184,59
141,580,544,333
111,562,492,391
103,861,825,427
226,846,708,640
41,620,617,152
75,501,492,192
56,448,420,252
206,613,594,309
72,576,540,324
159,569,524,354
90,695,615,470
102,696,596,502
68,246,207,185
32,880,808,536
385,791,658,644
243,916,768,691
94,719,607,530
107,792,683,564
226,736,610,568
692,942,926,720
584,984,836,828
18,801,774,369
